5	633	1.171629392216464
5	1408	1.171629392216464
5	940	1.0126565296283991
9	633	1.171629392216464
9	1408	1.171629392216464
9	940	1.0126565296283991
16	244	1.194960685259439
18	1444	1.152181656559469
18	361	1.0550665081163668
19	354	1.2226377686006897
19	883	1.0462250140385312
21	758	1.2960424121596419
21	874	1.1777766058494714
21	409	1.0660196925484857
22	820	1.9675670578333828
22	160	1.4265920937767262
22	1054	1.3373726840223266
22	996	1.1703836125617753
22	979	1.1274598449275501
22	828	1.0997436247755186
22	91	1.059457244987314
22	491	1.035843212635693
22	544	1.035843212635693
22	866	1.016066382735735
26	1498	1.017790417065667
32	477	1.0030294261710038
36	1152	1.018211569965049
39	110	1.3313429052752332
39	840	1.0546121614421748
41	319	1.0810499341539024
41	444	1.0810499341539024
41	955	1.0462250140385312
49	577	1.1036792641340962
49	1009	1.0563137321742415
54	512	1.1445803608859177
54	343	1.007343376242877
57	91	1.478526791920813
57	489	1.2317351191278612
61	839	1.2165599930302058
62	300	1.1237519145083714
62	835	1.1084272665699515
62	348	1.0647901619577735
63	1068	1.1231867097163046
68	71	1.1469129716702988
68	237	1.04755502533628
71	68	1.1469129716702988
71	403	1.1086471987873674
76	981	1.0469084569237455
77	390	1.3559774323741478
77	747	1.0898595533962903
78	633	1.171629392216464
78	1408	1.171629392216464
78	940	1.0126565296283991
79	771	1.1358594433013631
80	839	1.704917193144746
80	505	1.1059885718580562
85	261	1.0509177916620827
86	806	1.044275718594026
90	1065	1.1777766058494714
91	57	1.478526791920813
91	22	1.059457244987314
95	959	1.095823758635723
96	486	1.10087043380694
97	1492	1.4368704788300584
97	99	1.022272749277793
99	97	1.022272749277793
101	117	1.0459232139351213
102	279	1.1646148114391492
102	161	1.1490913611470064
102	389	1.081939889674096
102	482	1.038044892045882
103	972	1.0568415170978842
110	39	1.3313429052752332
110	839	1.2862784638615496
110	1498	1.017790417065667
115	342	1.0625285419190482
117	101	1.0459232139351213
117	834	1.0345584552506377
123	806	1.044275718594026
130	291	1.1571913559235496
132	1278	1.0800823143018874
137	459	1.2901474501263823
137	411	1.1119426364002247
139	361	1.026131653581866
145	883	1.0674673059406459
160	22	1.4265920937767262
160	161	1.3598124127587536
161	160	1.3598124127587536
161	102	1.1490913611470064
161	1368	1.0625774879469514
161	866	1.0192299870805732
162	354	1.0425585191345133
162	1423	1.0425585191345133
168	839	1.2388517962266552
169	308	1.0674673059406459
172	444	1.1396374306267207
172	354	1.0425585191345133
172	1423	1.0425585191345133
176	1433	1.0643027785819272
192	1171	1.0126565296283991
192	1208	1.0126565296283991
194	575	1.0769147766625677
200	1181	1.405906651826128
200	247	1.0997436247755186
200	820	1.0997436247755186
206	1182	1.0197130027932857
208	1020	1.0420378086092017
209	233	1.0126565296283991
233	209	1.0126565296283991
237	68	1.04755502533628
244	595	1.2382007617367758
244	16	1.194960685259439
244	597	1.0674673059406459
244	517	1.0625285419190482
244	426	1.0184693644043432
247	200	1.0997436247755186
247	422	1.0191791158516803
253	1166	1.202409067204595
261	85	1.0509177916620827
268	768	1.171629392216464
268	1360	1.0126565296283991
279	102	1.1646148114391492
279	1254	1.116916873056434
279	442	1.0756732242655167
291	130	1.1571913559235496
292	1278	1.0661318673807518
295	813	1.0197130027932857
297	940	1.1571913559235496
300	62	1.1237519145083714
307	826	1.1812798022002173
308	354	1.194960685259439
308	1423	1.194960685259439
308	169	1.0674673059406459
308	960	1.0674673059406459
309	1212	1.0977200482153944
319	493	1.2565924372249666
319	41	1.0810499341539024
323	1278	1.0197804756760276
328	470	1.0184693644043432
333	768	1.171629392216464
333	1360	1.0126565296283991
336	801	1.0007836067487066
337	470	1.1647748060046084
342	115	1.0625285419190482
342	1212	1.0625285419190482
343	1068	1.0756732242655167
343	54	1.007343376242877
348	686	1.0902571568802835
348	62	1.0647901619577735
354	19	1.2226377686006897
354	308	1.194960685259439
354	807	1.194960685259439
354	1029	1.1119426364002247
354	162	1.0425585191345133
354	172	1.0425585191345133
355	866	1.263538364019845
355	470	1.2084339658423275
359	470	1.1824073285360257
361	390	1.2433283639527444
361	686	1.1898546812124935
361	1178	1.1396374306267207
361	708	1.0810499341539024
361	18	1.0550665081163668
361	524	1.0545011034239447
361	425	1.0488678410750278
361	139	1.026131653581866
361	1358	1.026131653581866
368	1068	1.6146731413851945
385	839	1.1558451723454457
389	789	1.11867581150929
389	102	1.081939889674096
389	1182	1.0687026309220422
390	77	1.3559774323741478
390	361	1.2433283639527444
390	1449	1.0007836067487066
401	1498	1.005634337955742
403	71	1.1086471987873674
409	21	1.0660196925484857
409	1281	1.0568415170978842
411	137	1.1119426364002247
412	942	1.007352276969452
418	549	1.0126565296283991
420	518	1.1294254219580326
422	247	1.0191791158516803
425	361	1.0488678410750278
425	544	1.0010103948460536
426	1269	1.092945272281102
426	244	1.0184693644043432
427	1498	1.1978649683395612
427	1378	1.0954002177677602
438	839	1.029546151479207
442	279	1.0756732242655167
444	172	1.1396374306267207
444	41	1.0810499341539024
445	1378	1.032298720331148
455	626	1.0997436247755186
459	137	1.2901474501263823
470	1217	1.2329324951531277
470	355	1.2084339658423275
470	359	1.1824073285360257
470	337	1.1647748060046084
470	328	1.0184693644043432
470	685	1.0184693644043432
470	1187	1.007273494609641
472	1068	1.007352276969452
477	658	1.1777766058494714
477	32	1.0030294261710038
482	914	1.2355282102525342
482	980	1.0528497939778758
482	102	1.038044892045882
486	96	1.10087043380694
489	57	1.2317351191278612
491	22	1.035843212635693
493	1489	1.2757841694980905
493	319	1.2565924372249666
497	839	1.0647901619577735
500	1186	1.022528680710323
505	995	1.1060085909221056
505	80	1.1059885718580562
507	1420	1.006067621847964
512	54	1.1445803608859177
512	1068	1.116916873056434
515	1337	1.2014653199011451
517	690	1.2011345524152588
517	244	1.0625285419190482
517	940	1.013901386246656
518	420	1.1294254219580326
524	361	1.0545011034239447
528	626	1.1105915221344493
535	1345	1.1409727894121438
542	883	1.0510207775161073
542	728	1.0098619447482085
544	1367	1.061739428698428
544	22	1.035843212635693
544	425	1.0010103948460536
549	418	1.0126565296283991
569	1068	1.0267337341991172
575	194	1.0769147766625677
577	49	1.1036792641340962
577	1441	1.1036792641340962
577	966	1.0769147766625677
577	1122	1.076159992884513
577	1486	1.0604701032297406
582	1002	1.1238508130882185
590	728	1.5011201953427178
590	1212	1.3576129681329119
590	1242	1.0425585191345133
595	1269	1.362346413098005
595	244	1.2382007617367758
597	244	1.0674673059406459
602	810	1.107404746531381
622	839	1.502234555267164
625	1233	1.0483013067645355
626	528	1.1105915221344493
626	455	1.0997436247755186
626	931	1.0191791158516803
632	1068	1.116916873056434
632	1239	1.0205154550158955
633	5	1.171629392216464
633	9	1.171629392216464
633	78	1.171629392216464
639	887	1.0188334453988184
651	721	1.075037483937333
658	477	1.1777766058494714
685	470	1.0184693644043432
686	361	1.1898546812124935
686	348	1.0902571568802835
690	517	1.2011345524152588
690	807	1.0674673059406459
695	874	1.1777766058494714
708	361	1.0810499341539024
718	841	1.026131653581866
721	651	1.075037483937333
721	1049	1.01480487874729
724	1378	1.0293208461932406
728	590	1.5011201953427178
728	542	1.0098619447482085
739	1033	1.0105750178483581
747	77	1.0898595533962903
747	810	1.0686867630371741
758	21	1.2960424121596419
768	268	1.171629392216464
768	333	1.171629392216464
771	79	1.1358594433013631
771	1227	1.0367367645315904
789	389	1.11867581150929
801	336	1.0007836067487066
805	1068	1.416946448797
805	839	1.0647901619577735
806	86	1.044275718594026
806	123	1.044275718594026
807	354	1.194960685259439
807	690	1.0674673059406459
810	602	1.107404746531381
810	747	1.0686867630371741
813	295	1.0197130027932857
817	1270	1.124242859774169
820	22	1.9675670578333828
820	200	1.0997436247755186
826	307	1.1812798022002173
828	22	1.0997436247755186
834	117	1.0345584552506377
835	62	1.1084272665699515
838	870	1.1084171439257728
839	80	1.704917193144746
839	622	1.502234555267164
839	110	1.2862784638615496
839	168	1.2388517962266552
839	61	1.2165599930302058
839	385	1.1558451723454457
839	497	1.0647901619577735
839	805	1.0647901619577735
839	438	1.029546151479207
840	39	1.0546121614421748
841	718	1.026131653581866
841	1489	1.005603551236275
842	887	1.0070452246568278
866	355	1.263538364019845
866	161	1.0192299870805732
866	22	1.016066382735735
869	1239	1.0401749672052354
870	838	1.1084171439257728
874	21	1.1777766058494714
874	695	1.1777766058494714
883	1445	1.1526067281633599
883	145	1.0674673059406459
883	542	1.0510207775161073
883	19	1.0462250140385312
887	1378	1.1680737011337907
887	639	1.0188334453988184
887	842	1.0070452246568278
914	482	1.2355282102525342
931	626	1.0191791158516803
937	1293	1.0608240081778064
940	297	1.1571913559235496
940	517	1.013901386246656
940	5	1.0126565296283991
940	9	1.0126565296283991
940	78	1.0126565296283991
942	412	1.007352276969452
955	41	1.0462250140385312
959	95	1.095823758635723
960	308	1.0674673059406459
966	577	1.0769147766625677
972	103	1.0568415170978842
979	22	1.1274598449275501
980	482	1.0528497939778758
981	76	1.0469084569237455
995	505	1.1060085909221056
996	22	1.1703836125617753
996	1290	1.0918021365008772
1002	582	1.1238508130882185
1005	1068	1.007352276969452
1009	1193	1.0665203091164144
1009	49	1.0563137321742415
1017	1217	1.3761130224206966
1020	208	1.0420378086092017
1029	354	1.1119426364002247
1032	1410	1.006791904570181
1033	739	1.0105750178483581
1049	721	1.01480487874729
1051	1521	1.0267337341991172
1054	22	1.3373726840223266
1060	1092	1.146147922461937
1065	90	1.1777766058494714
1068	368	1.6146731413851945
1068	805	1.416946448797
1068	63	1.1231867097163046
1068	512	1.116916873056434
1068	632	1.116916873056434
1068	343	1.0756732242655167
1068	569	1.0267337341991172
1068	472	1.007352276969452
1068	1005	1.007352276969452
1092	1060	1.146147922461937
1122	577	1.076159992884513
1131	1281	1.0625285419190482
1135	1379	1.0488678410750278
1152	1269	1.1409727894121438
1152	36	1.018211569965049
1166	253	1.202409067204595
1168	1191	1.0869072520913423
1171	192	1.0126565296283991
1178	361	1.1396374306267207
1181	200	1.405906651826128
1182	389	1.0687026309220422
1182	206	1.0197130027932857
1186	500	1.022528680710323
1187	470	1.007273494609641
1191	1168	1.0869072520913423
1193	1009	1.0665203091164144
1208	192	1.0126565296283991
1212	590	1.3576129681329119
1212	309	1.0977200482153944
1212	342	1.0625285419190482
1217	1017	1.3761130224206966
1217	470	1.2329324951531277
1227	771	1.0367367645315904
1233	1299	1.271174301032546
1233	625	1.0483013067645355
1239	869	1.0401749672052354
1239	632	1.0205154550158955
1242	590	1.0425585191345133
1244	1379	1.0035320821170595
1254	279	1.116916873056434
1269	595	1.362346413098005
1269	1152	1.1409727894121438
1269	426	1.092945272281102
1270	817	1.124242859774169
1278	1410	1.0935894601790057
1278	132	1.0800823143018874
1278	292	1.0661318673807518
1278	323	1.0197804756760276
1281	1131	1.0625285419190482
1281	409	1.0568415170978842
1290	996	1.0918021365008772
1293	937	1.0608240081778064
1299	1233	1.271174301032546
1337	515	1.2014653199011451
1345	535	1.1409727894121438
