0	14001	89
1	14002	89
2	14003	89
3	14004	89
4	14005	89
5	14006	88
6	14007	89
7	14008	4
8	14009	89
9	14010	88
10	14011	84
11	14012	2
12	14013	3
13	14014	83
14	14015	89
15	14016	2
16	14017	86
17	14018	5
18	14019	81
19	14021	75
20	14022	85
21	14023	74
22	14024	81
23	14025	1
24	14026	6
25	14027	78
26	14029	23
27	14030	85
28	14031	10
29	14032	20
30	14033	3
31	14034	77
32	14035	4
33	14036	4
34	14037	57
35	14038	15
36	14039	32
37	14040	1
38	14041	5
39	14042	35
40	14043	70
41	14044	75
42	14045	84
43	14046	4
44	14047	89
45	14048	3
46	14049	13
47	14050	78
48	14051	86
49	14052	2
50	14053	82
51	14054	78
52	14055	2
53	14056	16
54	14058	77
55	14059	10
56	14060	2
57	14061	49
58	14062	1
59	14063	75
60	14064	7
61	14065	18
62	14066	65
63	14067	14
64	14068	1
65	14069	26
66	14070	3
67	14071	7
68	14072	48
69	14074	55
70	14075	72
71	14076	38
72	14077	84
73	14078	2
74	14080	4
75	14081	73
76	14082	29
77	14083	12
78	14084	88
79	14085	46
80	14086	9
81	14087	3
82	14088	60
83	14089	2
84	14090	1
85	14091	38
86	14092	20
87	14093	2
88	14094	2
89	14095	1
90	14096	74
91	14097	42
92	14098	2
93	14099	4
94	14100	16
95	14101	51
96	14102	40
97	14103	53
98	14104	11
99	14106	6
100	14109	5
101	14110	78
102	14111	32
103	14112	75
104	14113	2
105	14114	23
106	14115	89
107	14116	10
108	14118	39
109	14119	6
110	14120	23
111	14121	25
112	14122	55
113	14123	30
114	14124	40
115	14125	5
116	14126	82
117	14127	25
118	14128	3
119	14129	28
120	14130	26
121	14131	11
122	14132	1
123	14133	20
124	14134	2
125	14135	17
126	14136	15
127	14137	5
128	14138	8
129	14140	81
130	14141	81
131	14142	47
132	14143	52
133	14144	4
134	14145	55
135	14146	79
136	14147	1
137	14149	83
138	14150	9
139	14151	74
140	14152	6
141	14153	7
142	14154	8
143	14155	30
144	14156	86
145	14157	84
146	14158	3
147	14159	2
148	14160	33
149	14161	5
150	14162	56
151	14163	9
152	14164	22
153	14165	2
154	14166	80
155	14167	55
156	14168	2
157	14169	15
158	14170	4
159	14171	5
160	14172	19
161	14173	61
162	14174	82
163	14175	82
164	14176	14
165	14178	14
166	14180	2
167	14181	4
168	14183	15
169	14185	4
170	14187	82
171	14188	10
172	14189	82
173	14190	5
174	14192	10
175	14193	8
176	14194	39
177	14195	83
178	14197	3
179	14199	79
180	14200	13
181	14201	2
182	14202	2
183	14203	20
184	14204	23
185	14205	3
186	14206	9
187	14207	3
188	14208	11
189	14209	77
190	14211	2
191	14212	20
192	14213	87
193	14214	32
194	14216	83
195	14218	6
196	14219	5
197	14220	12
198	14221	16
199	14222	2
200	14223	77
201	14224	1
202	14225	80
203	14226	6
204	14227	3
205	14228	23
206	14230	14
207	14231	2
208	14233	16
209	14236	1
210	14237	10
211	14238	2
212	14239	14
213	14241	3
214	14242	26
215	14243	7
216	14244	2
217	14245	83
218	14246	13
219	14247	2
220	14248	4
221	14249	5
222	14250	39
223	14251	3
224	14252	43
225	14253	21
226	14254	9
227	14255	3
228	14257	16
229	14258	15
230	14259	3
231	14260	24
232	14261	3
233	14262	87
234	14265	22
235	14266	2
236	14267	60
237	14268	37
238	14269	4
239	14270	5
240	14271	22
241	14272	9
242	14273	13
243	14274	1
244	14275	5
245	14277	74
246	14279	1
247	14280	8
248	14281	1
249	14282	3
250	14283	1
251	14284	74
252	14285	3
253	14286	46
254	14287	1
255	14288	6
256	14289	2
257	14291	4
258	14293	7
259	14295	4
260	14296	2
261	14297	58
262	14298	51
263	14299	56
264	14300	3
265	14301	38
266	14302	73
267	14303	45
268	14304	88
269	14305	4
270	14306	31
271	14307	2
272	14308	20
273	14310	21
274	14311	1
275	14312	5
276	14313	1
277	14314	4
278	14316	39
279	14317	66
280	14318	64
281	14320	73
282	14321	7
283	14322	30
284	14323	1
285	14324	80
286	14325	5
287	14326	1
288	14327	5
289	14328	1
290	14330	1
291	14331	2
292	14333	61
293	14334	51
294	14335	10
295	14337	14
296	14338	2
297	14339	81
298	14340	3
299	14341	2
300	14342	25
301	14343	8
302	14345	6
303	14346	2
304	14347	1
305	14348	6
306	14349	31
307	14350	74
308	14351	84
309	14352	70
310	14353	13
311	14354	11
312	14355	1
313	14357	18
314	14358	2
315	14359	1
316	14360	9
317	14361	1
318	14362	9
319	14363	7
320	14364	80
321	14365	2
322	14366	1
323	14367	18
324	14368	3
325	14369	29
326	14370	1
327	14371	1
328	14372	5
329	14373	3
330	14374	44
331	14375	5
332	14376	2
333	14377	88
334	14378	71
335	14379	2
336	14380	6
337	14382	18
338	14383	68
339	14384	1
340	14385	12
341	14387	11
342	14388	78
343	14389	9
344	14390	1
345	14392	16
346	14393	4
347	14394	42
348	14395	14
349	14396	47
350	14397	43
351	14398	51
352	14400	58
353	14402	16
354	14403	3
355	14404	38
356	14405	2
357	14406	57
358	14407	5
359	14408	21
360	14409	3
361	14410	7
362	14411	71
363	14412	16
364	14414	16
365	14415	24
366	14416	67
367	14417	1
368	14419	15
369	14422	40
370	14423	44
371	14424	77
372	14425	14
373	14426	55
374	14427	3
375	14428	14
376	14429	3
377	14431	89
378	14432	2
379	14435	1
380	14437	6
381	14439	14
382	14440	4
383	14442	5
